,PID,CCName,Lat,Lon,latitude,longitude,distance
17064,899,CC3,29.57231623599776,-98.66450816400224,32.001258081632656,-102.15431812244898,266.56423901187196
17065,899,CC4,33.01436533599776,-96.91406716400223,32.001258081632656,-102.15431812244898,313.2199424053677
17066,899,CC5,32.90621253599776,-97.24508146400224,32.001258081632656,-102.15431812244898,292.9409450019157
17067,899,CC6,30.317991435997758,-95.54625956400224,32.001258081632656,-102.15431812244898,407.562103720859
17068,899,CC7,30.40097953599776,-97.60847516400224,32.001258081632656,-102.15431812244898,290.4851963390871
17069,899,CC8,30.256567935997758,-97.86651526400223,32.001258081632656,-102.15431812244898,280.75930137821456
17070,899,CC9,33.494254235997765,-94.10303056400224,32.001258081632656,-102.15431812244898,478.9720192898183
17071,899,CC10,29.98764483599776,-94.00640206400223,32.001258081632656,-102.15431812244898,502.0865295828577
17072,899,CC11,32.66487923599776,-97.18582756400224,32.001258081632656,-102.15431812244898,293.63646093581093
17073,899,CC12,30.165192835997757,-97.84980756400223,32.001258081632656,-102.15431812244898,284.51894516891974
17074,899,CC13,33.060500835997765,-97.01219376400223,32.001258081632656,-102.15431812244898,308.31678596732485
17075,899,CC14,33.214847035997764,-96.71342586400223,32.001258081632656,-102.15431812244898,327.5416158200425
17076,899,CC15,29.519389635997758,-95.42682336400223,32.001258081632656,-102.15431812244898,434.5705426265043
17077,899,CC16,32.62743383599776,-96.85587306400224,32.001258081632656,-102.15431812244898,312.36677130314
17078,899,CC17,31.61238243599776,-94.64591756400223,32.001258081632656,-102.15431812244898,441.60430177168
17079,899,CC18,32.917913235997766,-97.20241866400224,32.001258081632656,-102.15431812244898,295.5244601252253
17080,899,CC19,31.947098935997758,-106.43302206400223,32.001258081632656,-102.15431812244898,250.7908387171354
17100,901,CC1,30.58141743599776,-96.27354916400223,32.56578969387755,-97.12338953061224,145.94664212231686
17101,901,CC2,29.94163953599776,-95.62146636400223,32.56578969387755,-97.12338953061224,201.84373895791046
17102,901,CC3,29.57231623599776,-98.66450816400224,32.56578969387755,-97.12338953061224,226.03720458681866
17103,901,CC4,33.01436533599776,-96.91406716400223,32.56578969387755,-97.12338953061224,33.29305363285286
17104,901,CC5,32.90621253599776,-97.24508146400224,32.56578969387755,-97.12338953061224,24.561324424973364
17105,901,CC6,30.317991435997758,-95.54625956400224,32.56578969387755,-97.12338953061224,181.00107322288002
17106,901,CC7,30.40097953599776,-97.60847516400224,32.56578969387755,-97.12338953061224,152.2798969915763
17107,901,CC8,30.256567935997758,-97.86651526400223,32.56578969387755,-97.12338953061224,165.45852418037313
17108,901,CC9,33.494254235997765,-94.10303056400224,32.56578969387755,-97.12338953061224,186.340290796386
17109,901,CC10,29.98764483599776,-94.00640206400223,32.56578969387755,-97.12338953061224,256.1186668376994
17110,901,CC11,32.66487923599776,-97.18582756400224,32.56578969387755,-97.12338953061224,7.750995124348828
17111,901,CC12,30.165192835997757,-97.84980756400223,32.56578969387755,-97.12338953061224,171.3108720766965
17112,901,CC13,33.060500835997765,-97.01219376400223,32.56578969387755,-97.12338953061224,34.78581527906241
17113,901,CC14,33.214847035997764,-96.71342586400223,32.56578969387755,-97.12338953061224,50.76280848235337
17114,901,CC15,29.519389635997758,-95.42682336400223,32.56578969387755,-97.12338953061224,233.20847189314
17115,901,CC16,32.62743383599776,-96.85587306400224,32.56578969387755,-97.12338953061224,16.144131666082334
17116,901,CC17,31.61238243599776,-94.64591756400223,32.56578969387755,-97.12338953061224,159.2787208002747
17117,901,CC18,32.917913235997766,-97.20241866400224,32.56578969387755,-97.12338953061224,24.75913120131261
17118,901,CC19,31.947098935997758,-106.43302206400223,32.56578969387755,-97.12338953061224,545.46365214134
17138,903,CC1,30.58141743599776,-96.27354916400223,32.8093825,-97.36874261920497,166.85637789534033
17139,903,CC2,29.94163953599776,-95.62146636400223,32.8093825,-97.36874261920497,223.3366334704849
17140,903,CC3,29.57231623599776,-98.66450816400224,32.8093825,-97.36874261920497,236.4022958339303
17141,903,CC4,33.01436533599776,-96.91406716400223,32.8093825,-97.36874261920497,29.935464533246535
17142,903,CC5,32.90621253599776,-97.24508146400224,32.8093825,-97.36874261920497,9.81191012719273
17143,903,CC6,30.317991435997758,-95.54625956400224,32.8093825,-97.36874261920497,202.82828467297847
17144,903,CC7,30.40097953599776,-97.60847516400224,32.8093825,-97.36874261920497,167.00151982092686
17145,903,CC8,30.256567935997758,-97.86651526400223,32.8093825,-97.36874261920497,178.80123403200795
17146,903,CC9,33.494254235997765,-94.10303056400224,32.8093825,-97.36874261920497,194.737209246402
17147,903,CC10,29.98764483599776,-94.00640206400223,32.8093825,-97.36874261920497,278.05090020754267
17148,903,CC11,32.66487923599776,-97.18582756400224,32.8093825,-97.36874261920497,14.584169963558145
17149,903,CC12,30.165192835997757,-97.84980756400223,32.8093825,-97.36874261920497,184.88094085680706
17150,903,CC13,33.060500835997765,-97.01219376400223,32.8093825,-97.36874261920497,26.99148281952659
17151,903,CC14,33.214847035997764,-96.71342586400223,32.8093825,-97.36874261920497,47.18474830025248
17152,903,CC15,29.519389635997758,-95.42682336400223,32.8093825,-97.36874261920497,254.64979293300038
17153,903,CC16,32.62743383599776,-96.85587306400224,32.8093825,-97.36874261920497,32.35561580245088
17154,903,CC17,31.61238243599776,-94.64591756400223,32.8093825,-97.36874261920497,179.36915876827496
17155,903,CC18,32.917913235997766,-97.20241866400224,32.8093825,-97.36874261920497,12.223234118499967
17156,903,CC19,31.947098935997758,-106.43302206400223,32.8093825,-97.36874261920497,532.0913912612665
17157,904,CC1,30.58141743599776,-96.27354916400223,32.53523452859177,-94.36800275632595,175.52030804773509
17158,904,CC2,29.94163953599776,-95.62146636400223,32.53523452859177,-94.36800275632595,193.89194620988826
17159,904,CC3,29.57231623599776,-98.66450816400224,32.53523452859177,-94.36800275632595,326.4163464407449
17160,904,CC4,33.01436533599776,-96.91406716400223,32.53523452859177,-94.36800275632595,151.5662519505027
17161,904,CC5,32.90621253599776,-97.24508146400224,32.53523452859177,-94.36800275632595,169.18983580356723
17162,904,CC6,30.317991435997758,-95.54625956400224,32.53523452859177,-94.36800275632595,168.20740225120554
17163,904,CC7,30.40097953599776,-97.60847516400224,32.53523452859177,-94.36800275632595,241.25134183926528
17164,904,CC8,30.256567935997758,-97.86651526400223,32.53523452859177,-94.36800275632595,259.50995507931367
17165,904,CC9,33.494254235997765,-94.10303056400224,32.53523452859177,-94.36800275632595,68.01696698164861
17166,904,CC10,29.98764483599776,-94.00640206400223,32.53523452859177,-94.36800275632595,177.31211493629743
17167,904,CC11,32.66487923599776,-97.18582756400224,32.53523452859177,-94.36800275632595,164.25916204110538
17168,904,CC12,30.165192835997757,-97.84980756400223,32.53523452859177,-94.36800275632595,262.6934671369324
17169,904,CC13,33.060500835997765,-97.01219376400223,32.53523452859177,-94.36800275632595,157.79703726051702
17170,904,CC14,33.214847035997764,-96.71342586400223,32.53523452859177,-94.36800275632595,143.96980824982214
17171,904,CC15,29.519389635997758,-95.42682336400223,32.53523452859177,-94.36800275632595,217.59666296089887
17172,904,CC16,32.62743383599776,-96.85587306400224,32.53523452859177,-94.36800275632595,144.98060422817534
17173,904,CC17,31.61238243599776,-94.64591756400223,32.53523452859177,-94.36800275632595,65.80622808973753
17174,904,CC18,32.917913235997766,-97.20241866400224,32.53523452859177,-94.36800275632595,166.85463039238473
17175,904,CC19,31.947098935997758,-106.43302206400223,32.53523452859177,-94.36800275632595,705.8706723492521
17176,905,CC1,30.58141743599776,-96.27354916400223,32.534962,-94.36957014502647,175.446973751184
17177,905,CC2,29.94163953599776,-95.62146636400223,32.534962,-94.36957014502647,193.83925098580295
17178,905,CC3,29.57231623599776,-98.66450816400224,32.534962,-94.36957014502647,326.33260103268924
17179,905,CC4,33.01436533599776,-96.91406716400223,32.534962,-94.36957014502647,151.4817389145755
17180,905,CC5,32.90621253599776,-97.24508146400224,32.534962,-94.36957014502647,169.10289218625874
17181,905,CC6,30.317991435997758,-95.54625956400224,32.534962,-94.36957014502647,168.15215907273569
17182,905,CC7,30.40097953599776,-97.60847516400224,32.534962,-94.36957014502647,241.1669723944723
17183,905,CC8,30.256567935997758,-97.86651526400223,32.534962,-94.36957014502647,259.4253128398841
17184,905,CC9,33.494254235997765,-94.10303056400224,32.534962,-94.36957014502647,68.05586349185701
17185,905,CC10,29.98764483599776,-94.00640206400223,32.534962,-94.36957014502647,177.30459708543833
17186,905,CC11,32.66487923599776,-97.18582756400224,32.534962,-94.36957014502647,164.16934869953414
17187,905,CC12,30.165192835997757,-97.84980756400223,32.534962,-94.36957014502647,262.60967390883536
17188,905,CC13,33.060500835997765,-97.01219376400223,32.534962,-94.36957014502647,157.71301625916288
17189,905,CC14,33.214847035997764,-96.71342586400223,32.534962,-94.36957014502647,143.89018072335256
17190,905,CC15,29.519389635997758,-95.42682336400223,32.534962,-94.36957014502647,217.55195048973368
17191,905,CC16,32.62743383599776,-96.85587306400224,32.534962,-94.36957014502647,144.89049395182548
17192,905,CC17,31.61238243599776,-94.64591756400223,32.534962,-94.36957014502647,65.76535380897447
17193,905,CC18,32.917913235997766,-97.20241866400224,32.534962,-94.36957014502647,166.76791933495326
17194,905,CC19,31.947098935997758,-106.43302206400223,32.534962,-94.36957014502647,705.7793524795383
17252,909,CC1,30.58141743599776,-96.27354916400223,34.02434661518428,-100.82244811238255,356.51753122799244
17253,909,CC2,29.94163953599776,-95.62146636400223,34.02434661518428,-100.82244811238255,415.1831049891741
17254,909,CC3,29.57231623599776,-98.66450816400224,34.02434661518428,-100.82244811238255,332.6585294133531
17255,909,CC4,33.01436533599776,-96.91406716400223,34.02434661518428,-100.82244811238255,235.68286487988513
17256,909,CC5,32.90621253599776,-97.24508146400224,34.02434661518428,-100.82244811238255,220.17727095236924
17257,909,CC6,30.317991435997758,-95.54625956400224,34.02434661518428,-100.82244811238255,400.88360320801553
17258,909,CC7,30.40097953599776,-97.60847516400224,34.02434661518428,-100.82244811238255,312.9652167833145
17259,909,CC8,30.256567935997758,-97.86651526400223,34.02434661518428,-100.82244811238255,312.4938026859239
17260,909,CC9,33.494254235997765,-94.10303056400224,34.02434661518428,-100.82244811238255,387.64503831235515
17261,909,CC10,29.98764483599776,-94.00640206400223,34.02434661518428,-100.82244811238255,486.9089339759602
17262,909,CC11,32.66487923599776,-97.18582756400224,34.02434661518428,-100.82244811238255,229.94112875932274
17263,909,CC12,30.165192835997757,-97.84980756400223,34.02434661518428,-100.82244811238255,318.3508161153027
